"LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MSSubClass.20","MSSubClass.50","MSSubClass.60","MSSubClass.120","MSZoning.RL","MSZoning.RM","Alley.None","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","LandSlope.Gtl","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual.4","OverallQual.5","OverallQual.6","OverallQual.7","OverallQual.8","OverallCond.5","OverallCond.6","OverallCond.7","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinType2.Unf","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","Functional.Typ","FireplaceQu.Gd","FireplaceQu.TA","FireplaceQu.None","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.None","GarageYrBlt","GarageFinish.Fin","GarageFinish.RFn","GarageFinish.Unf","GarageFinish.None","GarageQual.TA","GarageQual.None","GarageCond.TA","GarageCond.None","PavedDrive.N","PavedDrive.Y","Fence.MnPrv","Fence.None","MoSold","YrSold","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial","SalePrice"
50,9000,0,624,0,26,650,832,650,1482,0,1,1,0,3,7,0,2,324,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1920,1988,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1930,0,0,1,0,1,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,11.870599909242
57,8280,0,0,0,932,932,932,0,932,0,0,1,0,2,4,1,1,306,0,0,180.15,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1950,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1950,0,0,1,0,1,0,1,0,0,1,0,0,11,2007,0,1,0,1,0,11.7280368445872
104,17401.15,132,176,0,1290,1466,1466,0,1466,0,0,1,1,3,6,2,2,528,0,140,0,100,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1959,1959,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1959,1,0,0,0,1,0,1,0,0,1,0,1,11,2006,0,1,0,1,0,11.9177236840907
90,14115,0,296,396.2,230,1073,1811,0,1811,0,0,1,0,2,6,1,2,470,0,0,180.15,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1956,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1956,1,0,0,0,1,0,1,0,0,1,0,1,7,2006,0,1,1,0,0,12.3458345879053
62,5890,0,538,0,278,816,816,0,848,0,0,1,0,2,5,0,1,432,0,0,96,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1930,2007,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,2002,0,0,1,0,1,0,1,0,0,1,0,1,6,2008,0,1,0,1,0,11.6994050319128
76,13700,288,454,0,410,864,902,918,1820,0,0,1,1,4,8,2,2,492,60,84,0,160,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1965,1988,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1965,0,0,1,0,1,0,1,0,0,1,0,0,5,2008,0,1,0,1,0,12.2150323869016
90,10768,0,1157,0,280,1437,1437,0,1437,1,0,2,0,3,6,1,2,528,0,21,0,160,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1976,2004,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1976,0,1,0,0,1,0,1,0,0,1,0,1,7,2007,0,1,0,1,0,12.2922503417712
85,9350,0,633,0,586,1219,1265,0,1265,0,1,2,0,3,6,1,2,502,0,92,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1965,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1965,0,1,0,0,1,0,1,0,0,1,1,0,10,2008,0,1,0,1,0,12.1001564199386
35,5001,166,904,0,410,1314,1314,0,1314,1,0,2,0,2,6,1,2,626,172,62,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2007,0,1,0,0,1,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,12.3458345879053
92,11932,186,0,0,1468,1580,1580,0,1580,0,0,2,0,3,7,0,3,830,0,24,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2007,0,1,0,0,1,0,1,0,0,1,0,1,6,2008,0,0,0,0,1,12.3678853256926
76,9120,270,442,0,459,901,943,933,1876,0,0,2,1,4,8,1,2,540,0,69,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1974,1974,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1974,0,1,0,0,0,0,1,0,0,1,0,1,7,2008,0,1,0,1,0,12.1281111040605
35,3311.7,0,311,0,544,855,855,601,1456,0,0,2,1,3,7,1,2,440,26,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1978,1978,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1978,0,0,1,0,1,0,1,0,0,1,0,1,7,2010,0,1,0,1,0,11.8913619006905
71,14778,72,728,0,568,1296,1640,0,1640,1,0,1,0,3,7,1,2,850.1,108,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1954,2006,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1993,0,0,1,0,1,0,1,0,0,1,0,1,11,2008,0,1,0,1,0,12.3194013308372
104,8724,0,492,0,402,894,894,0,894,0,0,1,0,3,5,1,2,450,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1968,1968,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1968,1,0,0,0,1,0,1,0,0,1,0,1,5,2007,0,1,0,1,0,11.7675676833438
60,12900,0,1198,0,0,1198,1258,0,1258,1,0,1,1,2,6,0,2,400,120,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1969,1969,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1969,0,0,1,0,0,0,1,0,0,1,0,1,2,2008,0,1,0,0,0,11.5987269436613
59,16157,0,680,391,289,1360,1432,0,1432,1,0,1,1,2,5,1,2,588,168,175.05,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1978,1978,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1978,0,0,1,0,1,0,1,0,0,1,0,1,6,2007,0,1,0,1,0,12.1756134380455
79,9541,268,0,0,1468,1502,1502,0,1502,0,0,2,0,3,7,0,2,644,0,114,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2007,0,1,0,0,1,0,1,0,0,1,0,1,9,2009,1,0,0,0,1,12.359523080243
64,10475,72,0,0,1468,1694,1694,0,1694,0,0,2,0,3,7,0,3,776,160,33,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2007,0,1,0,0,1,0,1,0,0,1,0,1,2,2010,0,1,0,1,0,12.410441041518
58,10852,0,786,0,173,959,959,712,1671,1,0,2,1,3,7,1,2,472,0,38,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2000,2000,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,2000,1,0,0,0,1,0,1,0,0,1,0,1,2,2006,0,1,0,1,0,12.0610468734799
104,13728,0,626,0,501,1127,1236,872,2108,0,0,2,0,4,7,2,2,540,0,0,0,90,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1935,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1935,0,0,1,0,1,0,1,0,0,1,0,1,7,2008,0,1,0,1,0,12.3673407931263
104,17401.15,456,1274,0,543,1753,1831,1141.05,2466.1,1,0,2,1,4,10,1,3,807,335,76,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1995,1996,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1995,1,0,0,0,1,0,1,0,0,1,0,1,7,2006,0,1,0,1,0,12.6949593617774
76,9880,0,522,0,574,1096,1118,0,1118,1,0,1,0,3,6,1,1,358,203,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1977,1977,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1977,1,0,0,0,1,0,1,0,0,1,0,0,7,2008,0,1,0,1,0,12.0494188354848
76,9120,0,662,0,599,1261,1261,0,1261,1,0,1,0,3,6,1,2,433,0,0,0,160,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1958,1958,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1958,0,1,0,0,1,0,1,0,0,1,0,1,11,2008,0,1,0,1,0,12.0015054797889
35,4017,0,0,0,625,625,672.95,625,1250,0,0,2,1,2,5,0,2,625,0,54,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2006,2007,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2006,1,0,0,0,1,0,1,0,0,1,0,1,3,2008,0,1,0,1,0,12.0546681913709
104,17401.15,0,152,396.2,977,1598,1636,971,2466.1,0,0,2,0,3,10,1,0,0,122,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1946,1994,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,3,2007,0,1,0,1,0,12.2085695257288
80,16560,0,503,0,449,952,1170,1141.05,2345,0,0,2,1,4,9,1,2,360,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1932,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1932,0,0,1,0,1,0,1,0,0,1,0,1,7,2006,0,1,0,1,0,12.3842188309136
85,10678,337,700,0,983,1683,1831.25,743,2466.1,0,0,2,1,4,9,1,2,541,0,33,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1992,2000,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1992,1,0,0,0,1,0,1,0,0,1,0,1,4,2007,0,1,0,1,0,12.5602444592508
37,6951,0,658,0,218,876,923,0,923,1,0,1,0,3,5,0,1,264,335,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1984,1985,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1984,0,0,1,0,1,0,1,0,0,1,1,0,10,2008,0,1,0,1,0,11.6910716503537
62,3950,0,468,0,350,818,818,406,1224,0,0,1,0,3,5,0,1,210,0,0,116,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1926,2004,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1926,0,0,1,0,1,0,1,0,1,0,0,1,11,2009,0,1,0,1,0,11.6526874073454
54,7681,0,0,0,731,731,820,523,1343,0,0,1,1,3,7,1,1,186,192,0,102,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1921,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1921,0,0,1,0,0,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,11.950535026405
77,8335,0,0,0,0,519.3,1124,0,1124,0,0,1,0,3,5,1,0,0,0,36,180.15,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1954,1954,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,4,2006,0,1,0,1,0,11.4403547721354
80,11170,0,1216,0,0,1216,1298,1141.05,2466.1,0,0,2,1,4,8,0,2,693,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1990,1991,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1990,1,0,0,0,1,0,1,0,0,1,0,0,4,2006,0,1,0,1,0,12.4292161968444
64,5587,186,1274,0,120,1600,1652,0,1652,1,1,2,0,2,5,1,2,482,162,53,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2007,1,0,0,0,1,0,1,0,0,1,0,1,11,2008,1,0,0,0,1,12.6949593617774
104,15623,0,1274,0,300,1753,1831.25,1141.05,2466.1,1,0,2,1,4,10,2,3,813,171,78,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1996,1996,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1996,1,0,0,0,1,0,1,0,0,1,1,0,7,2007,0,1,1,0,0,12.6949593617774
60,10800,0,821,0,299,1120,1130,0,1130,1,0,1,0,2,5,1,2,720,229,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1920,1950,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1970,0,0,1,0,1,0,1,0,0,1,0,1,6,2006,0,1,0,1,0,11.6952470217642
50,17401.15,226,1159,0,413,1572,1572,0,1572,1,0,1,1,3,5,2,3,850.1,0,175.05,0,160,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1963,1963,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1963,0,1,0,0,1,0,1,0,0,1,0,1,5,2007,0,1,0,1,0,12.1372583295298
60,9738,0,392,0,392,784,949,272,1221,1,0,1,0,4,7,0,1,392,0,0,180.15,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1924,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1965,0,0,1,0,1,0,1,0,0,1,0,1,3,2006,0,1,0,1,0,11.5607627943844
104,10615,0,440,0,538,978,1014,685,1699,1,0,2,0,3,7,0,2,420,0,74,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1916,1970,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1920,0,0,1,0,0,0,0,0,0,1,0,1,8,2009,0,1,1,0,0,11.4616321705827
89,12461,0,1274,0,168,1624,1624,0,1624,1,0,2,0,2,5,1,3,757,0,114,180.15,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1994,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1994,0,1,0,0,1,0,1,0,0,1,0,0,7,2006,0,1,0,1,0,12.4760997827432
68,8935,95,0,0,831,831,831,829,1660,0,0,2,1,3,7,0,2,493,144,68,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2002,2002,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2002,0,1,0,0,1,0,1,0,0,1,0,1,7,2009,0,1,0,1,0,12.1807548375459
60,7500,0,0,0,994,994,1028,776,1804,0,0,2,1,3,7,1,2,442,140,60,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1999,1999,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1999,1,0,0,0,1,0,1,0,0,1,0,1,6,2010,0,1,0,1,0,12.1495022940418
70,17401.15,149,1159,0,90,1249,1622,0,1622,1,0,1,0,3,7,1,3,850.1,335,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1961,1975,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1975,1,0,0,0,1,0,1,0,0,1,0,1,3,2007,0,1,0,1,0,12.0317192583854
35,3311.7,456,0,0,776,776,764,677,1441,0,0,2,1,2,5,0,2,492,206,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1999,2000,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1999,0,0,1,0,1,0,1,0,0,1,0,1,11,2007,0,1,0,1,0,12.0668105781967
